HSC1_1	HSC1_13	HSC1_14	HSC1_2	HSC1_3	HSC1_4	HSC1_6	HSC1_7	HSC1_8	HSC1_9	HSC3_10	HSC3_12	HSC3_13	HSC3_14	CMP_4	CMP_5	CMP_6	CMP_7	MEP_1	MEP_2	MEP_3	MEP_4	MEP_5	MEP_6	MEP_7	MEP_8	MEP_9	ERY1_3	ERY1_4	ERY1_5	ERY1_6	ERY1_7	ERY1_8	ERY1_9	ERY2_3	ERY2_4	ERY2_5	ERY2_6	ERY2_7	ERY2_8	ERY2_9	ERY3_3	ERY3_4	ERY3_5	ERY3_6	ERY3_7	ERY3_8	ERY4_3	ERY4_4	ERY4_5	ERY4_6	ERY4_7	ERY4_8	ERY4_9	ERY5_3	ERY5_5	ERY5_6	ERY5_7	ERY5_8	ERY5_9	MEGA1_2	MEGA1_3	MEGA1_4	MEGA1_5	MEGA1_6	MEGA1_7	MEGA2_2	MEGA2_3	MEGA2_4	MEGA2_5	MEGA2_6	MEGA2_7	GMP_4	GMP_5	GMP_7	GMP_9	GRAN1_2	GRAN1_3	GRAN1_4	GRAN1_5	GRAN1_6	GRAN2_2	GRAN2_4	GRAN2_5	GRAN2_6	GRAN3_3	GRAN3_4	GRAN3_5	GRAN3_6	MONO1_1	MONO1_2	MONO1_3	MONO1_4	MONO2_1	MONO2_2	MONO2_3	MONO2_4	MONO2_5	EOS2_1	EOS2_2	EOS2_3	EOS2_4	EOS2_5	BASO1_3	BASO1_4	BASO1_5	BASO1_6	BASO1_7	BASO1_8	DENDA2_1	DENDA2_2	DENDA2_3	DENDA2_4	DENDA2_5	DENDA1_1	DENDA1_2	DENDA1_3	DENDA1_4	DENDA1_5	PREBCELL2_1	PREBCELL2_3	PREBCELL2_4	PREBCELL2_6	PREBCELL3_1	PREBCELL3_3	PREBCELL3_4	PREBCELL3_5	PREBCELL3_6	BCELLA1_1	BCELLA1_2	BCELLA1_3	BCELLA1_4	BCELLA1_5	BCELLA2_1	BCELLA2_2	BCELLA2_3	BCELLA2_4	BCELLA2_5	BCELLA3_1	BCELLA3_2	BCELLA3_3	BCELLA3_4	BCELLA3_5	BCELLA4_1	BCELLA4_2	BCELLA4_3	BCELLA4_4	BCELLA4_5	NKA1_1	NKA1_2	NKA1_4	NKA1_5	NKA2_1	NKA2_2	NKA2_3	NKA2_4	NKA2_5	NKA3_1	NKA3_2	NKA3_3	NKA3_4	NKA3_5	NKA4_2	NKA4_3	NKA4_4	NKA4_5	TCELLA1_11	TCELLA1_5	TCELLA1_6	TCELLA1_7	TCELLA2_10	TCELLA2_11	TCELLA2_3	TCELLA2_5	TCELLA2_6	TCELLA2_7	TCELLA2_8	TCELLA3_11	TCELLA3_3	TCELLA3_5	TCELLA3_6	TCELLA3_7	TCELLA3_8	TCELLA4_10	TCELLA4_11	TCELLA4_3	TCELLA4_5	TCELLA4_6	TCELLA4_7	TCELLA4_8	TCELLA6_10	TCELLA6_11	TCELLA6_3	TCELLA6_5	TCELLA6_6	TCELLA6_7	TCELLA6_8	TCELLA7_10	TCELLA7_11	TCELLA7_3	TCELLA7_5	TCELLA7_6	TCELLA7_7	TCELLA7_8	TCELLA8_10	TCELLA8_11	TCELLA8_3	TCELLA8_5	TCELLA8_6	TCELLA8_7	TCELLA8_8
BEX4	1.76568	1.16418	1.24538	1.20738	1.13608	0.09418	1.02348	0.86058	1.23888	1.46688	0.97198	1.18238	1.50568	1.77378	0.60678	1.09298	0.42888	-0.37312	1.00098	1.07418	1.05548	1.72768	0.63538	0.68078	0.33848	0.91528	1.05898	1.40198	0.27778	0.64478	0.70088	0.84668	0.69548	1.58718	0.08898	0.94908	0.37158	0.30368	1.09388	0.59328	0.87858	1.20268	-1.09292	1.18548	-0.38482	-0.31512	-0.79492	-0.63922	-0.44072	-0.13772	0.03478	0.31668	-1.61782	-0.00472	-0.73002	0.61828	-0.00692	-0.53402	-0.48412	-0.94662	-0.07502	0.43738	0.50258	0.17928	0.82468	0.04338	0.39688	0.96308	0.41908	-0.22292	0.08588	-0.97452	0.82978	0.22068	-0.55182	0.96858	0.18548	0.91948	-0.13542	0.39928	0.16148	-0.14212	-0.52312	-0.54342	-0.65322	0.05798	0.06188	0.02458	-0.41082	-0.41642	0.16968	-1.83342	-1.37162	-0.78642	-0.39422	-0.81342	-0.80322	-1.43072	-1.11292	-0.26052	0.14148	-0.38412	-0.87892	-0.50522	-0.39382	-1.62352	-0.54472	-0.88812	-0.13222	0.41268	-0.14762	-0.29042	0.04338	-0.45142	0.71128	-0.39372	-0.89792	0.30358	-0.77392	0.17118	0.38538	-0.76292	-1.70132	-0.48802	-0.81232	-0.21062	-1.56082	-0.22082	0.49438	0.24978	0.42628	0.37598	0.70098	-0.13482	-0.11622	-0.90222	0.21758	-0.47802	0.50318	0.09158	-0.33822	0.14058	0.36248	-0.31142	-0.30052	-0.43742	-0.24382	-0.38832	-1.62262	-1.45892	-1.53942	-1.76352	-0.56902	-0.70302	0.09518	-0.66422	-1.01662	-0.02492	0.21088	0.06818	1.22038	-0.18192	-0.91052	-1.44822	-0.82582	-0.50492	-0.99352	-0.46982	0.23488	-0.35782	0.07748	0.09028	0.10688	1.37498	0.38288	0.42538	0.81678	-0.70562	-0.54542	-0.21402	-0.54342	-0.47542	-0.63172	-0.56682	-0.43922	0.09488	0.39298	0.08428	0.72618	-0.26632	-0.31472	0.24158	0.25918	0.53138	0.78848	0.95918	0.41278	-1.63692	-1.28622	-0.27992	0.31618	-0.44032	-0.21172	-0.08072	-0.56502	-1.00362	-0.31492	0.28838	-0.09612	0.48338	0.03528
BHLHB9	1.40367	1.89367	1.22097	1.55137	1.69277	0.53837	1.89777	1.38947	1.20517	1.97857	1.03277	1.22477	1.76827	1.41547	1.04477	-1.02893	-0.24383	0.79117	1.77187	1.40447	1.39557	2.07567	0.25237	0.34957	0.29357	0.50297	-0.00493	1.78607	1.60207	1.62787	0.93807	1.27967	0.91817	1.96757	-0.78083	0.41857	1.35517	1.10657	0.58467	1.08597	-0.25473	-0.37403	-0.57183	-0.22993	-0.55073	-0.67093	-0.89043	-0.39193	-0.31993	-0.41733	-0.73023	1.23067	-0.49863	1.86237	2.30287	-0.84013	-1.35063	-0.25903	-0.05123	-0.05493	-0.14373	-0.30823	-0.84943	0.69697	1.24617	-0.06803	-0.38783	-1.31633	-0.79473	-0.21103	0.08607	-0.01483	-0.05313	-0.81653	-0.91053	0.14447	0.62237	1.22217	-0.10973	-0.46553	-0.41553	0.01287	-1.08333	-0.34463	-0.59723	0.19577	-0.85013	-0.72383	-0.73093	-0.66633	-0.46973	-0.21533	-0.60103	-0.98153	-1.12553	-0.87303	-1.18993	-0.68643	-0.44573	-1.09283	-0.44193	-0.05313	-0.53143	-0.49623	-0.28523	-0.13143	-0.14013	-0.31983	-0.97883	-0.50023	-0.03793	-0.85853	-0.77313	0.64557	-0.07463	-0.00633	-0.54533	-0.40083	0.06617	0.18367	-0.18273	-0.15123	-0.33443	-0.06793	-0.53943	0.43847	1.23967	-0.39913	-0.55973	-1.16233	-0.39843	-0.42353	-0.63023	-0.49303	-0.04923	-1.03153	-0.78463	-1.46433	-0.73043	-0.15383	-0.57113	-1.08493	-0.61323	-0.44213	-0.87513	-0.58283	-0.10443	-0.63823	-1.10043	-0.55153	-1.02873	-0.44383	-0.46423	-0.40413	0.42657	-0.61133	-0.76043	0.02027	-0.31783	-0.43573	-1.52643	-0.11503	0.46667	-1.19543	-0.12973	0.48997	-0.71983	-0.33013	-0.97233	-0.59973	0.19617	-0.32133	0.77627	1.19637	1.21357	0.36487	0.72987	-0.60313	-0.45193	0.56597	-0.34823	-0.22523	-0.46343	-0.45693	-0.18343	-0.25273	-0.16163	-0.14833	0.44017	-0.52383	0.40877	-0.07533	-0.40853	1.08547	1.10997	0.53667	0.02617	-0.00723	-0.22313	0.35777	1.08817	0.08007	-0.09003	-0.17203	-0.36883	-0.68723	0.19687	0.54067	0.02777	-0.51813	0.19157
KIAA1462	1.12049	0.08579	1.34859	1.17689	0.73269	0.22959	1.12879	0.72939	1.38429	1.72119	1.38319	0.90869	1.10689	1.46969	0.11519	-0.30871	0.90989	0.16379	0.11099	-0.20191	0.07689	-0.18841	0.21599	0.19919	-0.15151	0.01189	-0.04291	-0.06331	0.75939	0.79889	1.16019	1.32189	-0.38841	0.12029	0.12519	-0.03451	0.07609	0.28629	-0.10481	-0.26451	-0.32891	-0.44391	-0.12391	-0.14731	0.37419	-0.68791	-0.07111	-0.03391	-0.16371	-0.07321	0.01549	1.33139	0.36429	-0.77001	0.18209	0.33819	-0.22161	0.90439	-0.22341	0.40199	0.29389	-0.06731	0.06989	1.70389	-0.19871	0.17529	0.14409	1.23139	0.04999	0.93149	0.01459	1.25939	-0.27021	-0.49251	-0.28511	-0.05661	-0.48111	-0.97241	-0.56671	-0.53631	-0.62131	-0.05151	-0.51851	-0.25161	-0.68241	-0.05361	-0.50701	-0.52091	-0.48061	-0.11691	-0.42671	0.84709	-0.23261	-0.36131	-0.47241	-0.16621	-0.09221	-0.38161	0.39319	-0.02831	-0.28901	0.49449	-0.00121	-0.22761	0.09479	0.40779	0.12119	-0.21871	0.07539	-0.05331	-0.29471	-0.14041	-0.16201	0.85409	-0.13821	0.10669	0.14559	0.23009	1.39099	-0.25751	-0.22951	0.99589	0.28459	0.13409	-0.15391	0.28029	0.79169	0.27939	-0.31211	-0.60591	-0.46351	-0.29471	-0.75001	-0.37581	-0.38851	-0.76531	-0.48611	-0.38111	-0.57101	0.08969	-0.08781	-0.58501	-0.43231	-0.36821	-0.37921	-0.31281	-0.50441	-0.51361	-0.15671	-0.23691	-0.19871	0.11309	-0.12771	-0.04191	-0.23031	0.00629	0.44879	-0.25721	-0.33201	-0.31191	-1.21111	0.14269	0.46199	-0.35661	-0.20531	-0.03221	0.12389	-0.77101	-0.08281	-0.61471	0.19279	0.52679	-0.28441	-0.56531	-0.52021	-0.37171	-0.32651	-0.00781	-0.05221	-0.34271	-0.22291	-0.50371	-0.29011	0.16699	-0.05011	-0.33521	-0.59391	-0.51091	-0.40541	-0.25131	0.28689	0.04519	-0.06141	-0.37691	-0.04381	-0.63881	-0.09981	0.00629	0.08799	-0.44911	-0.10331	-0.47471	-0.37241	-0.44271	-0.13661	0.41349	-0.69581	-0.32271	-0.15771	-0.65391	-0.29821
FAIM	2.12794	1.03374	2.06674	1.53074	1.69804	1.23944	1.84874	1.84614	1.39804	1.07444	1.40804	1.30944	1.13774	2.65534	0.52074	1.91074	-0.15966	-0.51246	1.61044	1.26704	1.59394	1.90984	0.73914	0.69844	0.25734	0.46324	0.05814	1.64674	0.60674	0.72444	1.32194	1.79204	1.01204	2.02504	-0.20286	0.74574	0.58594	0.70074	1.86824	1.04104	0.72494	-2.51226	-0.16026	-2.83086	-0.71976	-2.39126	-1.05826	-2.07956	-2.39946	-0.95706	-2.07336	0.13674	-1.28866	-1.75786	-2.25246	-1.24896	-1.73466	-0.77406	-2.00766	-1.58566	-0.23516	-0.29016	0.17644	0.12284	0.52904	-0.37076	-0.47626	0.28544	-0.50666	-0.56486	-0.77826	-0.55016	1.67604	-0.60056	-0.78286	1.51474	-0.11946	-0.15646	0.05954	0.39184	-0.05316	0.29414	-0.97766	-0.77406	-0.58946	-0.49186	-0.31076	-0.75836	-0.93466	-0.76396	-0.47096	-0.78196	-0.52216	-1.07566	-1.39036	-0.81636	-1.46796	-1.19996	-1.23356	-0.40436	-0.38316	-0.50856	-1.54166	-0.92276	-0.80206	0.02964	-0.71686	-1.24066	-0.88926	0.03624	-0.61516	-1.03956	-0.60376	-0.17386	-0.52986	-0.73996	-0.76866	-0.85986	-0.02886	1.07454	0.14624	0.09214	-0.34386	1.68384	0.47154	0.52414	-0.33906	-0.68176	-0.19986	-0.55096	1.08854	0.45924	-0.10616	0.68974	0.66234	0.80114	0.69684	0.51804	1.84144	1.05234	1.24154	1.38684	0.86764	1.19984	2.20864	1.12214	1.46794	1.04704	-1.27926	-1.31036	-1.50826	-0.82606	-0.08206	0.13414	0.74684	-0.33806	-0.32956	0.23474	0.48314	0.28744	0.66844	0.11714	-0.15186	-1.06366	-0.28036	-0.69516	-0.63706	-0.53186	1.39944	0.10484	-0.15546	-0.19916	0.02994	1.00454	0.46314	0.45844	-0.18056	-0.09576	-0.13726	-0.10176	-0.54416	0.53884	-1.09046	0.20354	0.10514	0.58374	0.35564	0.47044	0.85984	-0.47696	-0.34816	-1.61016	-0.16626	-0.33676	-0.49046	0.32764	-0.36636	-0.46246	-0.76266	-0.44976	-0.32486	0.34854	0.26514	-0.91196	-0.35046	-0.33936	-0.29226	-0.62026	-0.32046	0.26244	-0.33836
FANCF	1.69873	1.51333	1.99623	1.37913	1.81553	0.54333	1.66463	1.21083	1.33483	0.59673	1.34753	1.54193	1.69323	1.73683	0.58123	-0.25737	0.03813	-0.47837	1.19853	1.39473	1.91863	1.67543	0.50343	1.44803	1.26293	1.14033	0.91033	1.57683	-0.01547	1.30463	1.56773	1.12353	0.91323	1.20543	-1.10277	0.50163	0.68143	1.04633	0.60813	0.76273	1.05163	0.08903	-1.55627	-0.97457	-1.95137	-1.56017	-0.59367	-1.86897	-2.57497	-2.38527	-2.19907	1.00043	-0.89847	0.47363	-1.47017	-0.92047	-1.03297	-1.82337	-0.51537	-1.62327	-1.13867	-0.64547	0.52853	0.42833	0.51353	0.04313	-1.70807	0.37343	-0.30807	-1.35517	-0.54997	-2.01347	0.94013	0.09753	-0.71097	0.24723	1.30293	1.80943	0.81343	1.39863	1.10523	0.43783	-0.43237	0.50533	0.30993	0.28953	0.36693	1.07933	0.12213	-1.28667	-1.04857	-2.17217	-1.99187	-0.60277	0.19683	-0.00177	-0.55187	-1.13777	-0.84527	1.07273	1.22033	-0.61667	0.20443	-1.03907	-0.74337	-1.31027	-0.61197	-0.64567	-0.50767	0.50093	-0.12517	-0.21137	-1.34857	-0.11487	-0.06257	-1.09697	-0.82787	0.04613	-2.48867	0.75363	0.02503	-1.68157	-2.40147	0.17983	-0.69197	0.66733	-0.51117	-1.57547	0.97653	0.50733	1.43463	-0.69017	0.12023	0.04183	-0.31407	-0.20857	-1.33417	-0.80617	1.19383	0.31053	0.42383	-0.88417	-0.55907	0.63553	-1.65087	0.50303	-0.45047	-0.06527	-0.66017	-0.79447	-1.10557	-1.74837	0.19093	-0.36247	0.16133	-0.64267	0.01373	-0.57977	0.14373	-0.76787	-0.37767	-0.92857	-1.72447	-1.32157	0.09713	-1.94287	-0.89897	-0.53627	1.42273	0.25983	0.88413	1.33033	0.90753	1.15333	0.60723	0.17293	1.27763	0.04243	0.22473	-1.07347	-0.30537	-0.19977	0.26983	0.18053	0.40173	0.91293	-0.42947	0.25143	0.18823	-0.07977	0.35573	0.87123	0.59063	0.26003	0.56693	1.00863	1.06373	-0.81967	-0.68247	-0.05147	0.32533	0.41383	-0.20697	0.80963	0.02873	0.33143	-0.32697	-0.84807	0.33753	0.19093	1.26693
FKBP9	2.91723	2.26663	2.55083	1.86443	1.30843	2.20233	1.86403	1.99913	1.98293	2.98283	2.72043	2.66173	3.07313	2.87913	0.46313	0.69033	-1.02067	-0.77527	1.49073	2.04273	1.35303	1.94733	0.46263	0.27253	1.59693	1.08303	2.33293	1.75453	1.40573	2.27693	2.30263	2.23083	1.45833	2.84643	4.21183	2.42433	1.38733	2.18073	3.03463	2.05543	2.63693	1.42233	0.00333	-1.14077	-0.87467	0.44553	0.14893	2.28813	-0.01967	-0.98587	0.55623	2.36963	-1.01767	-0.66157	3.17673	0.18073	1.69033	0.37643	2.24763	-1.34047	1.00023	0.72663	0.51123	2.35863	-0.26207	1.60903	0.80323	1.93633	1.39303	0.65863	0.35713	0.13003	1.38313	-0.85407	0.10563	0.83223	-1.55057	-1.09237	0.49473	0.20463	0.60723	0.50983	1.92953	1.33963	1.20883	0.68363	0.97803	0.31233	1.13733	1.28893	1.85343	0.00293	0.56333	0.02583	2.28403	1.17013	0.35033	1.41603	-0.98407	-0.48737	-0.62537	-1.14977	-0.00517	-1.33207	-0.37727	-0.78647	-0.54057	1.15853	-0.99797	0.06683	-0.40477	-0.74557	-0.45767	-0.00767	-0.70607	-1.42597	-1.20597	-0.17347	0.26543	-1.16987	-0.87277	0.16183	-0.19167	-0.33867	-0.33247	-0.46147	-0.15777	-0.46827	-0.66237	-1.47007	-0.96827	-1.12657	-1.14667	-1.61137	-1.54997	-1.45277	-1.55397	-1.81217	-0.90487	-0.19377	-1.48097	-1.73647	-1.28097	-1.07157	-0.05317	-1.43587	-1.50567	-1.60917	-0.40927	-0.60807	-0.29997	-1.48357	-1.99867	-1.57077	-0.94357	-1.48337	-1.53637	-0.95617	-0.94347	-1.06527	-0.82467	-1.40467	-0.98197	-0.22367	-1.12107	-0.80227	-0.93977	-1.60167	-1.36707	-1.49847	-1.58597	-1.16117	-1.78717	-1.58807	-1.70847	0.74493	-0.87587	-1.29707	-1.03267	-0.48567	-1.17237	-1.87257	-1.81637	-1.26977	-0.78877	-1.11007	-1.27567	-1.51977	-1.65717	-1.36447	-0.90327	-0.87597	-0.74897	-1.95497	-1.43417	-1.86337	-1.23527	-1.28187	-1.08177	-1.32707	-1.22557	-1.60057	-1.27437	-1.25087	-1.22147	-0.93937	-1.36507	-1.06427	-1.39167	-1.51887	-1.06487
ADO	1.33365	1.41155	1.59885	1.33475	1.38955	0.61325	1.29485	1.24125	1.35495	0.45755	1.43745	1.39475	1.59125	1.61225	0.03445	0.12145	-0.11415	-1.28725	1.42985	1.33015	1.44655	1.68595	0.36055	0.97835	0.80735	0.99635	1.20785	1.31865	0.23315	1.27845	0.78255	1.00995	1.08425	1.73675	-0.55015	0.92995	0.11505	0.90735	0.99875	1.17565	0.90455	-0.68335	-2.24935	-2.23325	-1.90065	-1.36675	-0.32215	-1.21195	-2.10015	-1.98655	-0.86875	0.12935	-1.68245	-0.32245	-1.36275	-2.02445	-1.79885	-1.75475	-0.31115	-1.43435	-0.42845	-0.06565	0.52975	0.79815	1.10165	0.24385	-1.34115	0.86175	-0.09915	-0.31115	0.07275	-1.48325	0.21695	0.23995	-0.17765	0.58305	0.38865	1.38725	0.32635	0.93285	0.54115	0.63455	1.13605	1.01015	0.71465	0.29925	0.85215	1.32765	0.82615	0.28865	0.60435	-0.84115	0.13845	1.48495	1.66435	1.37255	0.59035	0.38895	-0.77625	0.25095	0.24775	-0.29955	0.43855	-0.60805	0.08685	-1.40385	-0.47525	-0.10465	-0.85865	1.38365	0.77465	0.55565	-0.14355	-0.20235	-0.20995	-1.45855	-2.22285	-0.70195	-1.76315	0.03825	-0.34565	-0.36375	-1.83095	-1.01475	-0.40745	-1.29915	-1.57235	-1.08325	0.40225	-0.14835	0.99355	-5e-05	0.44965	-0.13305	0.04585	0.09855	-0.49225	-0.02575	0.38195	0.91475	0.15215	0.17465	0.00965	-0.10925	0.31915	0.23755	-0.02905	0.20215	-0.15965	-0.32825	-0.27035	-1.11905	-0.13285	-0.46055	0.16165	-0.89245	-0.28955	-1.12105	-0.67385	-1.12375	0.07105	-0.96965	-0.59435	0.03635	-0.26755	-1.71125	-0.47665	-0.24135	-0.47135	-0.01115	-0.29855	0.19315	-0.11115	0.79755	0.34775	-0.05385	0.01735	-0.27835	-0.64285	-0.11365	-0.39855	0.18425	-0.65725	-0.54755	0.07585	-0.20395	-0.31905	-0.07825	0.46385	-0.58085	-0.74785	-0.23535	-0.20025	-0.24445	-0.23325	0.30655	-0.42315	-0.97795	-0.41475	-0.04145	0.13025	0.14115	0.05205	-0.24695	-0.93015	-0.27855	-0.33185	-0.27675	-0.37745	0.21635	-0.02505
PLSCR4	3.57304	1.99604	2.62104	1.82934	2.96654	0.02564	2.08344	2.61264	2.28984	3.06524	2.07024	2.62164	2.18114	3.68574	-0.06956	0.85164	-1.01626	-0.86286	1.15634	2.68344	2.46314	1.85804	-0.05066	0.54084	0.34994	0.22554	1.23174	1.32374	0.51704	1.84284	1.46104	0.24004	0.42684	1.39144	1.42834	1.07424	0.02274	0.02674	1.65494	0.80314	1.61324	3.75784	0.20164	3.23014	0.17054	2.58014	2.68764	2.52184	2.12564	0.15314	2.90244	1.69484	1.58224	3.89684	-0.09606	0.14684	2.64524	0.75254	1.97554	2.83024	-0.43906	0.61074	0.11954	0.02674	1.11164	-0.16866	-0.21606	1.56814	-0.43206	0.26494	-0.21156	-0.95136	0.06964	0.18984	-1.06266	-1.02916	-1.29196	-1.19836	1.29314	-0.12406	-1.27186	-1.08596	-0.02026	-0.77446	-0.69066	-0.84476	-0.39156	-0.65536	-0.54346	-0.66886	-0.59116	-1.27626	-1.19646	-1.23626	-1.30286	-1.05096	-1.28556	-0.17756	0.26864	-0.40456	-0.65566	-0.18106	-0.29136	-0.52926	-0.11996	-0.69626	0.19884	-0.56646	-0.56296	-1.10126	-0.85006	-1.03086	-1.01366	-0.85776	0.18604	-1.11316	-0.23706	-0.40696	-0.57966	0.34864	-0.03846	-0.78196	-0.67586	-0.33436	-0.03556	1.58184	-0.90086	-0.88866	-0.88816	-0.47366	-1.05446	-0.59356	-0.81396	-0.60526	-0.78436	-1.35566	-0.77646	-0.75456	-0.41596	0.23694	-0.66796	-0.65076	-0.48526	-0.59936	1.64514	-0.92276	-0.73706	-0.41096	-1.35836	-1.18146	-1.01326	-0.89926	-1.36246	-1.26556	-1.31896	-1.56786	-1.66276	-0.65756	-0.74486	-0.66516	0.18284	-0.67496	-1.00506	-1.29416	-0.98656	-1.13166	0.15214	-0.81166	-0.81046	-0.86076	-0.25036	-0.57296	-0.55266	-0.86046	-0.85946	-0.59676	-1.04456	-0.93436	-1.04086	-1.16586	-0.54336	-0.87746	-1.53496	-0.50196	-0.42566	-0.58726	-1.34836	-1.00656	-0.71536	-1.33136	0.24634	-0.32006	-0.50596	-0.89406	-0.90416	-1.15756	-1.13736	-0.91036	0.21074	-0.73416	-1.13866	-0.51736	-0.84716	-1.17216	-0.18056	0.11434	-1.10186	-0.62676	-1.01246	-1.07196	-0.90596
WASF1	2.45356	2.56446	2.51946	2.43676	2.30546	1.42566	2.34576	2.49696	2.62376	2.63086	2.40106	2.27886	2.30966	2.28416	1.39616	0.59796	0.61866	-1.70704	2.31886	2.28576	2.31406	3.03576	1.66416	1.38946	1.56046	1.68926	2.13136	2.06316	0.47886	2.32436	1.60556	2.21636	2.18546	2.57096	1.61396	2.00746	1.34166	1.79886	2.65626	2.13216	2.12286	0.00296	-0.50444	1.05796	-2.61394	0.10986	1.49286	-0.45684	0.88376	-1.38344	-1.06024	1.77936	0.40466	1.92966	0.97556	-2.34054	-2.41804	2.25476	1.21116	1.10176	1.47716	1.38716	1.36226	1.31656	1.59266	0.86786	0.61506	2.18426	1.11126	0.82746	0.74046	-0.56134	1.18086	0.48536	-0.46874	-1.15084	1.87136	2.26076	1.47476	3.21516	1.86876	0.59836	-0.04094	0.34076	0.48966	-1.81824	-0.17914	-0.77094	-0.73014	-1.42614	0.31036	-2.13704	-1.90824	-1.35174	-0.75204	-0.50504	-1.28684	-0.45824	1.60406	2.23156	2.46676	-0.30014	-0.59724	0.39876	1.53896	-0.23014	1.30996	0.49186	1.55726	-1.30384	-2.72814	-2.76154	-2.69404	-1.90414	1.79866	1.09896	-0.32514	1.31076	-1.03074	2.38356	1.76816	-0.13744	-0.91874	3.55816	3.43776	3.21276	1.75856	-0.17044	2.28066	1.64666	2.01606	-0.33764	1.92236	1.31576	1.59216	1.30916	1.27156	1.59806	1.27896	1.14776	0.64706	0.73666	1.77476	0.43686	1.24496	-0.35894	-0.39254	-0.13404	-1.61604	-1.68664	-1.48094	-2.63064	-2.81124	-2.57064	-2.42574	-3.28674	-3.10644	-1.15084	-1.32974	-1.78904	-1.29354	-0.44004	-2.33044	-1.37804	-1.71814	-3.16904	-2.03734	-2.51704	-2.75514	-1.48024	-1.83264	-1.89804	-0.92424	-0.32294	0.01516	0.21626	-1.06234	-2.85904	-2.55124	-1.85384	-1.93354	-1.26284	-2.26914	-2.50324	-2.07844	-2.45014	-2.19704	-0.89094	-1.90354	-2.85244	-1.76054	-2.49434	-2.81554	-2.57504	-2.57334	-2.56274	-2.41524	-2.60044	-2.18504	-3.33864	-3.43714	-2.14364	-2.86774	-2.90754	-2.74434	-2.10414	-3.35934	-2.29084	-1.65714	-2.24384	-2.27554
ARHGAP22	4.31386	3.30626	3.75346	2.91846	3.72286	3.27596	3.11636	3.64756	3.26126	3.58356	2.91666	2.97556	3.23816	4.88396	1.70956	2.95536	2.30486	-0.97904	3.37126	3.53386	3.73626	4.41256	3.42406	3.86496	4.05276	4.16406	3.72506	4.35986	2.08566	2.99876	3.14026	3.89836	3.01356	4.29686	-0.53884	1.88786	2.87236	2.30406	2.41936	2.16796	2.37316	-0.81814	-0.99774	-1.26664	-1.14614	-1.38384	0.90576	-1.12774	-0.84884	-1.48634	-1.38144	2.99756	-0.77204	-0.74674	-1.16034	-1.02594	-0.71384	-0.85994	0.78266	-1.60274	-0.64964	2.05456	1.13096	4.10776	3.65316	2.21456	-1.27944	-0.34224	-1.31014	0.17966	-0.82754	-0.79364	-0.54064	0.61146	1.21126	1.57266	-1.70164	-1.68674	1.47716	0.38996	-0.23074	-0.72974	-0.12504	0.76426	0.74016	-1.53424	-0.44754	-0.13194	-0.03984	-0.67944	1.31226	0.30296	-0.54044	1.31046	0.97056	0.66666	-0.31274	-0.88714	-1.02944	-0.39164	-1.00114	-0.76034	-0.65594	-1.20614	-1.24824	-0.59404	-0.99574	-0.93404	-1.04224	2.69196	1.82486	1.59076	2.47826	1.74246	-1.59294	-1.52314	-1.57524	-1.54944	-0.78794	-1.09044	0.09946	0.19816	0.30886	-1.46974	-1.35594	-1.12414	-0.96824	-0.76374	1.83916	-0.42064	1.20106	0.10996	-1.46154	-1.63964	-1.85064	-1.55814	-1.35114	-1.44244	0.38826	-1.02584	-0.12334	-0.98774	-0.89894	-1.77794	-0.90924	-1.58794	-1.63974	-1.45344	-1.57304	-1.44964	-1.58644	-1.14984	-1.54974	-1.59924	-1.63174	-2.05234	-1.72024	-1.10634	-1.83074	-1.48924	-1.40134	-0.96854	-1.26374	-1.34954	-1.96964	-1.19584	-1.25844	-0.61374	-1.68934	-1.60064	-1.61124	-1.48854	-1.83454	-1.04294	-1.75194	-1.75924	-1.63034	-1.46364	-1.30544	-1.56844	-1.63824	-1.81614	-1.96634	-1.40844	-1.39984	-2.02254	-1.80304	-1.34404	-0.62754	-1.74164	-1.46734	-1.60304	-1.01394	-1.48844	-1.30714	-1.67084	-1.51864	-1.61964	-1.33334	-1.77734	-1.15374	-1.51294	-1.61384	-1.35844	-1.48544	-1.67684	-1.74974	-1.29404	-1.81064	-1.39674	-1.25594
